"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Verify that the Importance of ThirdParty Car Insurance Policy option is clickable - TC_127","mobile-safari","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Table of Contents - @regression","generated/car-module.test.ts","",""
"","19417","Verify that the Latest Articles section is displayed - TC_115","chromium","2026-08-14","failed","2026-08-14","National Car Insurance Articles - @regression","generated/car-module.test.ts","",""
"","21520","Verify that the Personal Accident addon is displayed - TC_274","chromium","2026-08-14","failed","2026-08-14","SBI Comprehensive - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the LongTerm ThirdParty Cover for Five Years for Car Owners section is displayed - TC_166","mobile-chrome","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - @regression","generated/car-module.test.ts","",""
"","1","Verify that the selected Insurer is present on top of the page - TC_068","mobile-safari","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the More navigation option is displayed and clickable - TC_064","mobile-safari","2026-08-14","skipped","2026-08-14","National Car Insurance Navigation - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Car dropdown is displayed - TC_001","mobile-chrome","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the Addons Available Under SBI Car Insurance Plans section is displayed - TC_261","mobile-safari","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the No of Branches information card is displayed - TC_048","webkit","2026-08-14","skipped","2026-08-14","National Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that the How are ThirdParty Car Insurance Premium Rates Calculated section is displayed - TC_159","mobile-safari","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Exclusions of ThirdParty Car Insurance section is displayed - TC_163","firefox","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click on Download now CTA on the right side of the page - TC_130","webkit","2026-08-14","skipped","2026-08-14","Our partners (BIKE) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the National Car Insurance Exclusions section is displayed - TC_090","firefox","2026-08-14","skipped","2026-08-14","National Car Insurance Exclusions - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to enter pincode - TC_112","firefox","2026-08-14","skipped","2026-08-14","Life Dropdown & Navigation - @smoke @regression > Life Landing Page Flow","generated/dropdown-navigation.test.ts","",""
"","0","Verify that the branch count is displayed - TC_310","mobile-safari","2026-08-14","skipped","2026-08-14","SBI Third Party - Top Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the LongTerm ThirdParty Cover for Five Years for Car Owners section is displayed - TC_166","chromium","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that the insurance business features are displayed - TC_034","firefox","2026-08-14","skipped","2026-08-14","Become a POSP - @regression > Insurance Business Features","generated/become-posp.test.ts","",""
"","0","Verify that customer testimonials are displayed on the Raise A Claim page - TC_030","chromium","2026-08-14","skipped","2026-08-14","Raise a Claim - @regression > Customer Testimonials","generated/raise-claim.test.ts","",""
"","0","Verify that the Find Plans CTA is displayed - TC_122","webkit","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - @regression","generated/car-module.test.ts","",""
"","20113","Verify that the Articles option is clickable - TC_110","chromium","2026-08-14","failed","2026-08-14","National Car Insurance - More - @regression","generated/car-module.test.ts","",""
"","0","Verify that a Royal Sundaram article is clickable - TC_438","chromium","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Articles - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click on Get a Quote CTA - TC_055","mobile-safari","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the User should redirect to Bike profile page on clicking Get a Quote CTA - TC_032","mobile-chrome","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Home Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the View More option is displayed - TC_342","webkit","2026-08-14","skipped","2026-08-14","SBI Third Party - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click View More - TC_191","webkit","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Car Insurance Companies - @regression","generated/car-module.test.ts","",""
"","0","Verify that plans are visible on page - TC_105","chromium","2026-08-14","skipped","2026-08-14","Life Landing Page - @regression @landing","generated/life-landing.test.ts","",""
"","0","Verify that the user should not allow to enter alphabets - TC_091","webkit","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Find Advisor Popup Flow","generated/shared-flows.test.ts","",""
"","1","Verify that the Claims menu navigates to the Claims section - TC_242","mobile-safari","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Section Navigation - @regression","generated/car-module.test.ts","",""
"","1","Verify that visit website CTA is visible on all advisor - TC_051","chromium","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that Additional Roadside Assistance EMI Protector Tyre and Rim Guard and Personal Accident ar - TC_341","firefox","2026-08-14","skipped","2026-08-14","SBI Third Party - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the LongTerm ThirdParty Cover for Five Years for Car Owners option is clickable - TC_138","webkit","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Table of Contents - @regression","generated/car-module.test.ts","",""
"","1","Verify that the Claim Settlement Ratio menu navigates to the Claim Settlement Ratio section - TC_383","mobile-chrome","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Section Navigation - @regression","generated/car-module.test.ts","",""
"","0","Verify that partner testimonials are displayed - TC_035","firefox","2026-08-14","skipped","2026-08-14","Become a POSP - @regression > Partner Testimonials","generated/become-posp.test.ts","",""
"","1","Verify that the required claim documents are displayed in the claim process - TC_279","webkit","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Claims - @regression","generated/car-module.test.ts","",""
"","0","Verify that the warning against repairingdismantling the vehicle is displayed - TC_414","chromium","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Claims - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Check Premium CTA is displayed - TC_396","mobile-safari","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Premium Calculator - @regression","generated/car-module.test.ts","",""
"","1","Verify that the user is able to click on Download now CTA on the right side of the page - TC_151","firefox","2026-08-14","skipped","2026-08-14","Our partners (CAR) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the user is able to get Find Advisor Popup - TC_085","webkit","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Find Advisor Popup Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the selected Pincode is present on top of the page - TC_094","chromium","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the cashless garage CTAlink is displayed - TC_083","firefox","2026-08-14","skipped","2026-08-14","National Cashless Garages - @regression","generated/car-module.test.ts","",""
"","0","Verify that get In Touch CTA is clickable - TC_052","chromium","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that clicking on Plans it redirect to life Profile page - TC_110","mobile-chrome","2026-08-14","skipped","2026-08-14","Life Landing Page - @regression @landing","generated/life-landing.test.ts","",""
"","1","Verify that the selected Pincode is present on top of the page - TC_094","mobile-safari","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the three insurance options are displayed - TC_207","chromium","2026-08-14","skipped","2026-08-14","Car Insurance - Top Quote Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to select Insurer from Our partner sectionand should and land on Insure - TC_115","mobile-chrome","2026-08-14","skipped","2026-08-14","Our partners (BIKE) - @regression > Home Page Flow","generated/partners.test.ts","",""
"","0","Verify that the user is able to click on Find Advisor CTA - TC_054","webkit","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the common Manage All Your Policies In One Place section is displayed - TC_440","webkit","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Common Components - @regression","generated/car-module.test.ts","",""
"","0","Verify that all required documents are displayed - TC_101","firefox","2026-08-14","skipped","2026-08-14","National Car Insurance Documents - @regression","generated/car-module.test.ts","",""
"","1","Verify that the How to Renew ThirdParty Car Insurance Plan section is displayed - TC_173","firefox","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to get Book a free Consultation CTA of right side of page - TC_170","mobile-chrome","2026-08-14","skipped","2026-08-14","Our partners (Health) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the SBI Claim Settlement Ratio section is displayed - TC_250","webkit","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Claim Settlement Ratio - @regression","generated/car-module.test.ts","",""
"","0","Verify that the surveyor claim assessment information is displayed - TC_346","mobile-chrome","2026-08-14","skipped","2026-08-14","SBI Third Party - Claims - @regression","generated/car-module.test.ts","",""
"","1","Verify that thirdparty damage details requirement is displayed - TC_287","firefox","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Documents Required For Claims - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click on articles on the bottom of the page - TC_172","webkit","2026-08-14","skipped","2026-08-14","Our partners (Health) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the ThirdParty vs Comprehensive Car Insurance Plans section is displayed - TC_168","webkit","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - @regression","generated/car-module.test.ts","",""
"","1","Verify that saving For Child is clickable - TC_108","chromium","2026-08-14","skipped","2026-08-14","Life Landing Page - @regression @landing","generated/life-landing.test.ts","",""
"","0","Verify that all sections are displayed in the Car dropdown - TC_002","mobile-safari","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the user should get this Pincode not found for invalid Pincode - TC_090","chromium","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Find Advisor Popup Flow","generated/shared-flows.test.ts","",""
"","0","Verify that submit CTA is disable for blank Pincode - TC_062","firefox","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the insurance type links are displayed below the National Car Insurance heading - TC_050","firefox","2026-08-14","skipped","2026-08-14","National Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that Key Replacement is displayed - TC_335","mobile-chrome","2026-08-14","skipped","2026-08-14","SBI Third Party - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user should not allow to enter alphabets - TC_040","mobile-chrome","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Find Advisor Popup Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the Inclusions of ThirdParty Car Insurance section is displayed - TC_162","mobile-safari","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - @regression","generated/car-module.test.ts","",""
"","1","Verify that the Addons option is clickable - TC_109","mobile-chrome","2026-08-14","skipped","2026-08-14","National Car Insurance - More - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Addons Available Under SBI Car Insurance Plans section is displayed - TC_261","mobile-chrome","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that advisor experience count is visible - TC_099","webkit","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","1","Verify that the TurtlemintPro introduction section is displayed - TC_032","webkit","2026-08-14","skipped","2026-08-14","Become a POSP - @regression > TurtlemintPro Landing Page","generated/become-posp.test.ts","",""
"","0","Verify that all available insurers are displayed under Comprehensive plans - TC_229","webkit","2026-08-14","skipped","2026-08-14","Car Insurance - Top Car Insurance Plans - Comprehensive - @regression","generated/car-module.test.ts","",""
"","18186","Verify that the SBI Comprehensive Car Insurance Overview section is displayed - TC_247","chromium","2026-08-14","failed","2026-08-14","SBI Comprehensive - Overview - @regression","generated/car-module.test.ts","",""
"","0","Verify that clicking Get Quotes opens Profile Journey - TC_306","firefox","2026-08-14","skipped","2026-08-14","SBI Third Party - Top Section - @regression","generated/car-module.test.ts","",""
"","9406","Verify that the user is able to get Find Advisor Popup - TC_060","chromium","2026-08-14","passed","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that advisor profile picture is visible - TC_047","firefox","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","15808","Verify that the rightside section navigation menu is displayed - TC_312","chromium","2026-08-14","failed","2026-08-14","SBI Third Party - Section Navigation - @regression","generated/car-module.test.ts","",""
"","0","Verify that the How to Get the Cheapest ThirdParty Car Insurance section is displayed - TC_175","webkit","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that an SBI article is clickable - TC_360","mobile-chrome","2026-08-14","skipped","2026-08-14","SBI Third Party - Articles - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click on the Comprehensive Car Insurance link - TC_052","mobile-safari","2026-08-14","skipped","2026-08-14","National Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that the CNGLPG kit FAQ is displayed - TC_452","mobile-safari","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - FAQs - @regression","generated/car-module.test.ts","",""
"","0","Verify that once user scroll the page to bottom then the page tabs should be on TOP - TC_147","mobile-safari","2026-08-14","skipped","2026-08-14","Our partners (CAR) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the Read More CTA is displayed - TC_421","firefox","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Claims - @regression","generated/car-module.test.ts","",""
"","0","Verify that the What Is Car Insurance section is displayed - TC_208","mobile-chrome","2026-08-14","skipped","2026-08-14","Car Insurance - Introduction - @regression","generated/car-module.test.ts","",""
"","17603","Verify that the Customer Care section is displayed - TC_103","chromium","2026-08-14","failed","2026-08-14","National Car Insurance Customer Care - @regression","generated/car-module.test.ts","",""
"","1","Verify that the Claim Settlement Ratio menu navigates to the Claim Settlement Ratio section - TC_244","webkit","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Section Navigation - @regression","generated/car-module.test.ts","",""
"","0","Verify that with invalid Pincode - TC_064","firefox","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the Claim Settlement Ratio menu navigates to the Claim Settlement Ratio section - TC_317","webkit","2026-08-14","skipped","2026-08-14","SBI Third Party - Section Navigation - @regression","generated/car-module.test.ts","",""
"","0","Verify that the National Car Insurance customer care information is displayed - TC_104","firefox","2026-08-14","skipped","2026-08-14","National Car Insurance Customer Care - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Generali Central car insurance option is clickable - TC_186","mobile-safari","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Car Insurance Companies - @regression","generated/car-module.test.ts","",""
"","0","Verify that the insurance policy document requirement is displayed - TC_423","chromium","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Documents Required - @regression","generated/car-module.test.ts","",""
"","1","Verify that on clicking Plans tab user should redirect to that particular section on page - TC_168","firefox","2026-08-14","skipped","2026-08-14","Our partners (Health) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the More dropdown is displayed - TC_106","mobile-safari","2026-08-14","skipped","2026-08-14","National Car Insurance - More - @regression","generated/car-module.test.ts","",""
"","17389","Verify that the claim intimation and claim reference number information is displayed - TC_344","chromium","2026-08-14","failed","2026-08-14","SBI Third Party - Claims - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Articles option is clickable - TC_110","webkit","2026-08-14","skipped","2026-08-14","National Car Insurance - More - @regression","generated/car-module.test.ts","",""
"","0","Verify that the National insurer logoheader is displayed - TC_042","webkit","2026-08-14","skipped","2026-08-14","National Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to get Insurer list on the right side of the page - TC_175","mobile-safari","2026-08-14","skipped","2026-08-14","Our partners (Health) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","16664","Verify that the SBI Customer Care number is displayed - TC_289","chromium","2026-08-14","failed","2026-08-14","SBI Comprehensive - Customer Care - @regression","generated/car-module.test.ts","",""
"","1","Verify that the Premium Calculator provides the expected informationinstructions to the user - TC_080","mobile-chrome","2026-08-14","skipped","2026-08-14","National Premium Calculator - @regression","generated/car-module.test.ts","",""
"","0","Verify that visit website CTA is visible on all advisor - TC_077","mobile-chrome","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the Importance of ThirdParty Car Insurance Policy section is displayed - TC_155","mobile-safari","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Premium Calculator menu navigates to the Premium Calculator section - TC_241","firefox","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Section Navigation - @regression","generated/car-module.test.ts","",""
"","0","Verify that the National Premium Calculator section is displayed - TC_075","webkit","2026-08-14","skipped","2026-08-14","National Premium Calculator - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Customer Care section is displayed - TC_103","firefox","2026-08-14","skipped","2026-08-14","National Car Insurance Customer Care - @regression","generated/car-module.test.ts","",""
"","0","Verify that advisor profile picture is visible - TC_047","mobile-chrome","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","19416","Verify that the user is able to click on an article - TC_117","chromium","2026-08-14","failed","2026-08-14","National Car Insurance Articles - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Royal Sundaram Own Damage Car Insurance Overview section is displayed - TC_386","mobile-safari","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Overview - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Advisor list are relevent to selected Insurer or not - TC_046","firefox","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","1","Verify that the Articles menu navigates to the Articles section - TC_319","firefox","2026-08-14","skipped","2026-08-14","SBI Third Party - Section Navigation - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Inclusions of ThirdParty Car Insurance option is clickable - TC_134","chromium","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Table of Contents - @regression","generated/car-module.test.ts","",""
"","0","Verify that Additional Roadside Assistance EMI Protector Tyre and Rim Guard and Personal Accident ar - TC_341","mobile-chrome","2026-08-14","skipped","2026-08-14","SBI Third Party - Add-ons - @regression","generated/car-module.test.ts","",""
"","16823","Verify that the SBI Customer Care section is displayed - TC_288","chromium","2026-08-14","failed","2026-08-14","SBI Comprehensive - Customer Care - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Features of ThirdParty Car Insurance section is displayed - TC_157","mobile-chrome","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Customer Care section is displayed - TC_103","mobile-safari","2026-08-14","skipped","2026-08-14","National Car Insurance Customer Care - @regression","generated/car-module.test.ts","",""
"","0","Verify that the starting premium is displayed - TC_236","webkit","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Top Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the View More option is displayed in the FAQs section - TC_114","mobile-chrome","2026-08-14","skipped","2026-08-14","National Car Insurance FAQs - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Factors that Affect ThirdParty Insurance Premium option is clickable - TC_137","chromium","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Table of Contents - @regression","generated/car-module.test.ts","",""
"","0","Verify that the National car insurance option is clickable - TC_189","mobile-safari","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Car Insurance Companies - @regression","generated/car-module.test.ts","",""
"","0","Verify that the FIR requirement is displayed - TC_352","firefox","2026-08-14","skipped","2026-08-14","SBI Third Party - Documents Required - @regression","generated/car-module.test.ts","",""
"","0","Verify that pension retirement is clickable - TC_109","mobile-safari","2026-08-14","skipped","2026-08-14","Life Dropdown & Navigation - @smoke @regression > Life Landing Page Flow","generated/dropdown-navigation.test.ts","",""
"","0","Verify that the SBI Claim Settlement Ratio section is displayed - TC_250","firefox","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Claim Settlement Ratio - @regression","generated/car-module.test.ts","",""
"","0","Verify that Cashless Garages should be present on top of the page - TC_145","mobile-chrome","2026-08-14","skipped","2026-08-14","Our partners (CAR) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the user is able to complete the action successfully click on Read More Dropdown - TC_128","mobile-safari","2026-08-14","skipped","2026-08-14","Our partners (BIKE) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the Life Insurance option is clickable - TC_201","webkit","2026-08-14","skipped","2026-08-14","Life Dropdown & Navigation - @smoke @regression > Life Insurance - Header Navigation","generated/dropdown-navigation.test.ts","",""
"","0","Verify that on clicking Plans tab user should redirect to that particular section on page - TC_127","webkit","2026-08-14","skipped","2026-08-14","Our partners (BIKE) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that Return on Invoice is displayed - TC_338","webkit","2026-08-14","skipped","2026-08-14","SBI Third Party - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click on Articles - TC_153","firefox","2026-08-14","skipped","2026-08-14","Our partners (CAR) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","1","Verify that Lifetime Road Tax Clause is displayed - TC_408","mobile-safari","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that with invalid Pincode - TC_064","mobile-chrome","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the Buy Now CTA is displayed for the Third Party plan - TC_074","mobile-safari","2026-08-14","skipped","2026-08-14","National Car Insurance Plans - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click on View all article CTA - TC_154","mobile-safari","2026-08-14","skipped","2026-08-14","Our partners (CAR) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the insurance type links are displayed below the National Car Insurance heading - TC_050","mobile-safari","2026-08-14","skipped","2026-08-14","National Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that the View More option is displayed - TC_342","firefox","2026-08-14","skipped","2026-08-14","SBI Third Party - Add-ons - @regression","generated/car-module.test.ts","",""
"","18826","Verify that the Documents Required section is displayed - TC_100","chromium","2026-08-14","failed","2026-08-14","National Car Insurance Documents - @regression","generated/car-module.test.ts","",""
"","17869","Verify that the Read More CTA is displayed - TC_348","chromium","2026-08-14","failed","2026-08-14","SBI Third Party - Claims - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Personal Belonging Cover addon is displayed - TC_266","mobile-chrome","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that No Claim Bonus Protection is displayed - TC_334","firefox","2026-08-14","skipped","2026-08-14","SBI Third Party - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click on articles on the bottom of the page - TC_152","webkit","2026-08-14","skipped","2026-08-14","Our partners (CAR) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the industry average claim settlement ratio is displayed - TC_252","webkit","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Claim Settlement Ratio - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Insurance Partners statistic is displayed - TC_212","mobile-chrome","2026-08-14","skipped","2026-08-14","Car Insurance - Insurance Experience - @regression","generated/car-module.test.ts","",""
"","18907","Verify that the Driving License requirement is displayed - TC_351","chromium","2026-08-14","failed","2026-08-14","SBI Third Party - Documents Required - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to complete the action successfully click on More Dropdown - TC_169","firefox","2026-08-14","skipped","2026-08-14","Our partners (Health) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","19132","Verify that the Check Premium CTA is displayed - TC_329","chromium","2026-08-14","failed","2026-08-14","SBI Third Party - Premium Calculator - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Health Insurance page is displayed - TC_200","mobile-safari","2026-08-14","skipped","2026-08-14","Health Dropdown & Navigation - @smoke @regression > Health Insurance","generated/dropdown-navigation.test.ts","",""
"","1","Verify that the car registration number field is displayed - TC_203","mobile-chrome","2026-08-14","skipped","2026-08-14","Car Insurance - Top Quote Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the number of SBI branches is displayed - TC_237","webkit","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Top Section - @regression","generated/car-module.test.ts","",""
"","2","Verify that all network hospital options are displayed under Network Hospitals - TC_015","firefox","2026-08-14","skipped","2026-08-14","Health Dropdown & Navigation - @smoke @regression > Network Hospitals","generated/dropdown-navigation.test.ts","",""
"","0","Verify that the customer contact number is displayed on the Raise a Claim page - TC_024","mobile-safari","2026-08-14","skipped","2026-08-14","Raise a Claim - @regression > Contact Support","generated/raise-claim.test.ts","",""
"","0","Verify that the Read More CTA is displayed - TC_348","mobile-safari","2026-08-14","skipped","2026-08-14","SBI Third Party - Claims - @regression","generated/car-module.test.ts","",""
"","0","Verify that the repair and reimbursement information is displayed - TC_281","firefox","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Claims - @regression","generated/car-module.test.ts","",""
"","0","Verify that the FIR requirement is displayed - TC_352","mobile-safari","2026-08-14","skipped","2026-08-14","SBI Third Party - Documents Required - @regression","generated/car-module.test.ts","",""
"","0","Verify that the branch count is displayed - TC_376","mobile-safari","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Top Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to enter pincode - TC_112","webkit","2026-08-14","skipped","2026-08-14","Life Dropdown & Navigation - @smoke @regression > Life Landing Page Flow","generated/dropdown-navigation.test.ts","",""
"","0","Verify that the Read More CTA is displayed - TC_389","chromium","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Overview - @regression","generated/car-module.test.ts","",""
"","1","Verify that the repair and reimbursement information is displayed - TC_281","webkit","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Claims - @regression","generated/car-module.test.ts","",""
"","0","Verify that term Life Plans is clickable - TC_106","firefox","2026-08-14","skipped","2026-08-14","Life Dropdown & Navigation - @smoke @regression > Life Landing Page Flow","generated/dropdown-navigation.test.ts","",""
"","0","Verify that the Health Insurance link is clickable - TC_199","webkit","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Get Best Insurance Quotes - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click on the Play StoreApp download link - TC_039","webkit","2026-08-14","skipped","2026-08-14","Become a POSP - @regression > Mobile App Navigation","generated/become-posp.test.ts","",""
"","0","Verify that the Premium Calculator navigation option is clickable - TC_057","firefox","2026-08-14","skipped","2026-08-14","National Car Insurance Navigation - @regression","generated/car-module.test.ts","",""
